area,single,"married, no kids","not married, no kids","married, with kids","not married, with kids",single parent,other,total,stadsdeel,m2,wd,dist,woz-value per m2
N73i Noorderstrook West,7.0,3.0,1.0,120.07476635514018,50.81190476190476,95.27446300715991,15.697732997481108,292.858867121686,6,83.57613884316903,166.56155370029714,0.032047069881703284,3125.301047120419
N73j Noorderstrook Oost,523.3676148796499,1.0,117.13073394495413,120.07476635514018,50.81190476190476,95.27446300715991,1.0,908.659482948809,6,83.57613884316903,256.547425194022,0.021437856988286666,3125.301047120419
N74a Nintemanterrein,3.0,19.0,117.13073394495413,14.0,3.0,1.0,15.697732997481108,172.82846694243523,6,83.57613884316903,304.31021758770447,0.021587151467945757,3125.301047120419
N74b Elzenhagen Zuid,51.0,18.0,27.0,4.0,7.0,13.0,1.0,121.0,6,91.63811659192825,244.60688900741255,0.025528233582450488,2230.0
N74c Elzenhagen Noord,184.0,105.0,56.0,249.0,123.0,57.0,1.0,775.0,6,121.17161016949153,185.72351449314797,0.031079414356654046,2360.0
T92a Hoofdcentrum Zuidoost,10.0,2.0,2.0,120.07476635514018,50.81190476190476,95.27446300715991,15.697732997481108,295.858867121686,7,83.57613884316903,158.60396098877774,0.0609690205954776,3125.301047120419
T92b Amstel III deel A/B Noord,69.0,3.0,5.0,1.0,50.81190476190476,95.27446300715991,2.0,226.08636776906468,7,83.57613884316903,177.80812770079785,0.07003673227458906,3125.301047120419
T92c Amstel III deel C/D Noord,18.0,93.62700228832952,1.0,1.0,50.81190476190476,95.27446300715991,15.697732997481108,275.4111030548753,7,83.57613884316903,174.15324204591218,0.07107896061873643,3125.301047120419
T92d Amstel III deel A/B Zuid,147.0,93.62700228832952,1.0,120.07476635514018,50.81190476190476,95.27446300715991,1.0,508.78813641253436,7,83.57613884316903,133.91435817613828,0.07710926451712298,3125.301047120419
T92e Amstel III deel C/D Zuid,3.0,93.62700228832952,1.0,120.07476635514018,50.81190476190476,95.27446300715991,15.697732997481108,379.4858694100155,7,83.57613884316903,81.55261181439191,0.07986138858110145,3125.301047120419
T92f AMC,7.0,93.62700228832952,117.13073394495413,120.07476635514018,1.0,95.27446300715991,15.697732997481108,449.80469859306487,7,83.57613884316903,65.32474883260222,0.08289807253011969,3125.301047120419
T92g Hoge Dijk,7.0,3.0,1.0,3.0,2.0,1.0,15.697732997481108,32.69773299748111,7,83.57613884316903,12.99501474894145,0.08987269772824372,3125.301047120419
T93a Venserpolder West,1866.0,116.0,270.0,173.0,141.0,491.0,43.0,3100.0,7,63.57874865156418,123.06196732374741,0.05532374380869276,1854.0
T93b Venserpolder Oost,1069.0,86.0,183.0,136.0,93.0,297.0,35.0,1899.0,7,63.095419847328245,98.28524779310119,0.05161928958444268,1834.0
T93c D-buurt,1462.0,13.0,98.0,11.0,16.0,76.0,8.0,1684.0,7,35.024281150159744,111.41269279750954,0.05570496530552193,1565.0
T93d F-buurt,618.0,87.0,143.0,274.0,141.0,327.0,39.0,1629.0,7,105.98894062863795,102.878389263206,0.057756888632351726,1718.0
T93e Amsterdamse Poort,553.0,15.0,89.0,27.0,24.0,113.0,13.0,834.0,7,59.307112068965516,160.29544143418488,0.061899946071238686,1856.0
T93f Hoptille,348.0,26.0,47.0,56.0,46.0,164.0,5.0,692.0,7,76.54534083802376,154.4810984968053,0.06634961941730842,1599.0
T93g Rechte H-buurt,758.0,67.0,96.0,109.0,94.0,389.0,30.0,1543.0,7,81.6056826056826,172.2939883096951,0.06477743249743474,1443.0
T93h Hakfort/Huigenbos,659.0,53.0,153.0,88.0,55.0,290.0,34.0,1332.0,7,79.59292604501607,181.07278684242033,0.07017616738814833,1555.0
T93i Huntum,25.0,29.0,7.0,14.0,5.0,6.0,1.0,87.0,7,134.14753297508548,136.3278782205484,0.06851684812284863,2047.0
T93j Vogeltjeswei,105.0,33.0,23.0,54.0,30.0,65.0,5.0,315.0,7,100.33419155509783,151.42724581206255,0.059010389654788456,1942.0
T93k Nelson Mandelapark,523.3676148796499,93.62700228832952,117.13073394495413,120.07476635514018,50.81190476190476,95.27446300715991,15.697732997481108,1015.9842182346197,7,83.57613884316903,172.68421482295827,0.06480401046879351,3125.301047120419
T94a E-buurt,208.0,19.0,71.0,140.0,64.0,83.0,21.0,606.0,7,117.6926159129937,80.6172622481523,0.05164648316741758,1747.0
T94b G-buurt West,792.0,136.0,154.0,222.0,139.0,342.0,26.0,1811.0,7,96.79677956690728,105.28795267276942,0.05595504673431711,1801.0
T94c Bijlmermuseum Noord,723.0,71.0,84.0,56.0,69.0,254.0,20.0,1277.0,7,82.46056991385024,105.89502127983802,0.055282403626037147,1509.0
T94d Kortvoort,951.0,66.0,84.0,77.0,71.0,251.0,10.0,1510.0,7,64.03626634958383,145.37672388457727,0.06019157441876235,1682.0
T94e Kelbergen,159.0,63.0,26.0,54.0,44.0,74.0,9.0,429.0,7,87.64318975552969,172.3792273949342,0.0644912838072079,1718.0
T94f K-buurt Midden,555.0,50.0,87.0,73.0,70.0,214.0,13.0,1062.0,7,84.57207207207207,172.3792273949342,0.0644912838072079,1554.0
T94g K-buurt Zuidoost,129.0,20.0,35.0,84.0,41.0,56.0,8.0,373.0,7,115.65699658703072,161.4465827083628,0.061469297080514365,1758.0
T94h K-buurt Zuidwest,192.0,53.0,32.0,107.0,59.0,132.0,7.0,582.0,7,98.81702598120509,175.42080743651422,0.06319566736377104,1809.0
T94i Grunder/Koningshoef,290.0,52.0,50.0,129.0,69.0,161.0,6.0,757.0,7,100.44224598930481,96.23805662287337,0.05497425467989102,1870.0
T94j G-buurt Oost,1023.0,295.0,192.0,153.0,60.0,92.0,34.0,1849.0,7,92.48761329305135,61.525160279086975,0.05019339629681756,1655.0
T94k Kantershof,675.0,117.0,82.0,131.0,65.0,115.0,14.0,1199.0,7,82.04693998811646,93.12932263717603,0.05716551511400655,1683.0
T94l Gooise Kant,523.3676148796499,93.62700228832952,117.13073394495413,120.07476635514018,50.81190476190476,95.27446300715991,15.697732997481108,1015.9842182346197,7,83.57613884316903,172.68421482295827,0.06359060831798916,3125.301047120419
T94m G-buurt Noord,632.0,31.0,69.0,33.0,45.0,241.0,12.0,1063.0,7,61.86920103092783,84.88129551218556,0.052296331163284894,1552.0
T94n Bijlmermuseum Zuid,683.0,58.0,156.0,67.0,78.0,330.0,30.0,1402.0,7,84.46601261387526,103.48337886819562,0.05787077435910273,1427.0
T95a L-buurt,1012.0,196.0,178.0,109.0,74.0,158.0,11.0,1738.0,7,83.30186335403727,177.95781585048599,0.06935981670743874,1610.0
T95b Gaasperpark,4.0,2.0,2.0,2.0,50.81190476190476,3.0,15.697732997481108,79.50963775938587,7,83.57613884316903,172.68421482295827,0.06451433959835666,3125.301047120419
T95c Gaasperplas,7.0,3.0,2.0,3.0,3.0,1.0,15.697732997481108,34.69773299748111,7,83.57613884316903,164.8131129518564,0.07066417108034646,3125.301047120419
T96a Holendrecht Noordwest,758.0,82.0,61.0,89.0,64.0,406.0,16.0,1476.0,7,73.16603535353535,203.1089571246639,0.02461475571705452,1584.0
T96b Reigersbos Noord,940.0,115.0,95.0,162.0,139.0,612.0,18.0,2081.0,7,80.42442936458976,129.13327927202272,0.07751221073193285,1621.0
T96c Holendrecht Oost,383.0,296.0,67.0,181.0,64.0,150.0,10.0,1151.0,7,94.93443469282396,158.53785743052757,0.0730563699016723,1937.0
T96d Gaasperdam Noord,528.0,71.0,86.0,89.0,61.0,185.0,20.0,1040.0,7,78.20893141945774,158.53785743052757,0.0730563699016723,1881.0
T96e Gaasperdam Zuid,547.0,63.0,73.0,43.0,37.0,141.0,6.0,910.0,7,69.6880783886772,158.53785743052757,0.0730563699016723,1837.0
T96f Reigersbos Midden,638.0,123.0,81.0,134.0,63.0,226.0,9.0,1274.0,7,75.89305103148752,129.13327927202272,0.07751221073193285,1842.0
T96g Reigersbos Zuid,509.0,201.0,82.0,184.0,79.0,149.0,15.0,1219.0,7,88.79969418960245,129.13327927202272,0.07751221073193285,1962.0
T97a Gein Noordwest,918.0,75.0,123.0,103.0,80.0,308.0,22.0,1629.0,7,70.45923460898503,124.1124892512327,0.07726739874813014,1803.0
T97b Gein Zuidwest,448.0,53.0,59.0,62.0,50.0,196.0,8.0,876.0,7,73.00971922246221,124.1124892512327,0.07726739874813014,1852.0
T97c Gein Noordoost,354.0,339.0,78.0,392.0,115.0,136.0,10.0,1424.0,7,93.90266299357208,124.1124892512327,0.07726739874813014,2178.0
T97d Gein Zuidoost,656.0,248.0,98.0,236.0,105.0,294.0,15.0,1652.0,7,85.73542600896862,124.1124892512327,0.07726739874813014,2007.0
T98a Dorp Driemond,180.0,147.0,33.0,139.0,56.0,63.0,15.697732997481108,633.6977329974811,7,94.15354838709678,6.497507374470725,1.0138537894692472,2325.0
T98b Landelijk Gebied Driemond,3.0,5.0,117.13073394495413,4.0,2.0,2.0,15.697732997481108,148.82846694243523,7,83.57613884316903,4.833679833679834,1.0125758260982247,3125.301047120419
